Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,Dendrite,CellType
01228.swc,1770,12.5664,11,39,89,51,288.11,293.01,91,1.99887,3187.52,20027.8,10013.9,169.13,199.075,6,0.909048,18.8764,1,83.1858,60.976,1.11699,other,MFG
01229.swc,2045,12.5664,12,45,101,57,266.04,234.17,87,1.99902,3698.53,23238.6,11619.3,179.946,213.737,16,0.915596,19.2376,1,79.343,62.6616,1.15284,other,MFG
01230.swc,672,12.5664,10,21,50,30,211.6,150.42,48,1.99702,1104.32,6938.63,3469.31,138.016,152.648,7,0.908725,12.42,1,81.5749,71.5524,1.05539,apical,MFG
01231.swc,1258,12.5664,9,35,77,43,266.66,274.01,69,1.99841,2274.29,14289.8,7144.9,184.896,207.24,7,0.896748,15.3247,1,82.9628,66.4436,1.09716,apical,MFG
01232.swc,852,12.5664,6,38,81,44,203.52,303.43,70.875,1.99765,2360.55,14831.7,7415.87,184.548,203.909,9,0.9264,9.50617,1,78.8548,63.4363,1.10851,other,MFG
01233.swc,1839,12.5664,10,63,135,73,287.49,175.94,89,1.99891,3058.05,19214.3,9607.14,173.233,203.701,8,0.902804,12.6148,1,70.0597,54.5717,1.11388,other,MFG
01234.swc,1556,12.5664,9,45,97,53,248.88,242.75,106,1.99871,2719.82,17089.1,8544.57,171.385,205.341,8,0.908455,15.0309,1,78.9624,58.0057,1.12094,other,MFG
01235.swc,1064,12.5664,10,41,91,51,192.28,175.72,59,1.99812,1619,10172.5,5086.23,107.944,136.306,8,0.918895,10.6813,1,79.2108,68.474,1.08212,apical,MFG
01236.swc,1265,12.5664,10,40,90,51,220.8,189.98,70,1.99842,2018.86,12684.9,6342.43,132.87,155.29,6,0.907598,13.0444,1,78.504,58.8037,1.07143,apical,MFG
01237.swc,785,12.5664,7,21,47,27,164.22,198.72,60,1.99745,1154.94,7256.7,3628.35,134.394,162.19,7,0.905561,15.6809,1,80.9947,52.5345,1.07867,apical,MFG
01238.swc,1562,12.5664,5,38,79,42,214.82,220.34,75,1.99872,2161.47,13580.9,6790.45,149.752,171.362,8,0.91518,18.7595,1,79.9856,55.5599,1.16649,other,MFG
01239.swc,916,12.5664,8,37,80,44,144.9,182.16,76,1.99782,1346.28,8458.94,4229.47,117.167,143.791,9,0.912735,10.4375,1,74.7031,53.4684,1.06463,other,MFG
01240.swc,959,12.5664,10,25,61,37,201.02,200.1,71,1.99791,1487.54,9346.5,4673.25,129.742,163.794,7,0.917662,14.7049,1,87.6015,80.7685,1.05225,basal,MFG
01241.swc,1743,12.5664,5,56,116,61,224.02,215.74,79,1.99885,2550.99,16028.4,8014.18,130.565,189.421,12,0.912584,14.0172,1,82.925,68.4278,1.07708,apical,MFG
01242.swc,1221,12.5664,4,34,71,38,180.78,184.92,118,1.99836,1783.75,11207.6,5603.81,131.766,204.019,11,0.928046,16.1831,1,80.6653,68.4733,1.05227,other,TP
01243.swc,1053,12.5664,10,37,85,49,169.74,163.76,94,1.9981,1595,10021.7,5010.85,112.705,170.858,7,0.906271,11.3765,1,74.0867,59.8417,1.04791,basal,TP
01244.swc,1520,12.5664,7,31,67,37,232.15,232.76,141,1.99868,2160.7,13576.1,6788.04,170.969,223.045,9,0.916703,21.6716,1,80.6168,58.2641,1.07966,other,TP
01245.swc,1456,12.5664,5,51,106,56,214.55,240.91,138,1.99863,2450.82,15398.9,7699.47,184.024,221.229,13,0.927084,12.7264,1,83.9475,65.0307,1.0873,other,TP
01246.swc,1691,12.5664,8,40,86,47,198.26,230.46,116,1.99882,2395.08,15048.7,7524.37,144.849,179.095,7,0.918445,18.6512,1,74.9246,62.5681,1.09412,other,TP
01247.swc,1552,12.5664,8,35,76,42,225.86,224.48,136,1.99871,2158.41,13561.7,6780.85,175.722,208.6,7,0.904824,19.4079,1,77.3656,56.8417,1.10419,other,TP
01248.swc,812,12.5664,5,35,75,41,195.96,181.24,122.813,1.99754,1720.81,10812.2,5406.08,144.434,176.258,7,0.920889,9.81333,1,77.4253,59.5956,1.07653,other,TP
01249.swc,931,12.5664,7,30,65,36,227.24,137.08,100,1.99785,1341.01,8425.79,4212.9,122.138,147.55,9,0.919947,13.3077,1,85.5045,71.0529,1.07149,other,TP
01250.swc,2079,12.5664,10,34,76,43,233.22,223.56,142,1.99904,3019.92,18974.7,9487.35,161.594,185.923,8,0.918504,26.3421,1,86.4151,60.7626,1.10129,other,TP
01251.swc,1332,12.5664,6,43,91,49,205.62,225.86,118,1.9985,2141.02,13452.5,6726.23,165.453,209.131,9,0.9162,13.6264,1,69.0387,57.0174,1.04568,other,TP
01252.swc,1202,12.5664,8,29,64,36,183.54,163.76,113,1.99834,1674.77,10522.9,5261.43,121.801,148.247,6,0.910116,17.7656,1,70.8715,61.5449,1.05812,other,TP
01253.swc,1756,12.5664,8,34,74,41,211.14,221.26,135,1.99886,2509.63,15768.5,7884.23,153.087,192.398,9,0.918628,22.7162,1,90.4636,68.0713,1.10999,apical,TP
01254.swc,687,12.5664,5,22,47,26,119.14,158.7,96,1.99709,991.212,6227.97,3113.98,145.981,184.384,8,0.906663,13.5957,1,69.8541,60.3213,1.03784,other,TP
01255.swc,1242,12.5664,7,26,57,32,155.48,223.56,106.444,1.99839,1753.79,11019.4,5509.71,140.244,163.419,6,0.918224,20.7719,1,70.5544,63.3613,1.04811,other,TP
01256.swc,1672,12.5664,6,54,113,60,231.38,232.3,142,1.9988,2310.38,14516.5,7258.27,176.008,206.82,8,0.916433,13.7876,1,88.7173,65.5362,1.09836,other,TP
01257.swc,1337,12.5664,5,41,85,45,229.08,172.5,119,1.9985,1928.06,12114.4,6057.18,128.373,162.188,8,0.911192,14.7176,1,89.2778,64.1285,1.04873,other,TP
01258.swc,534,12.5664,8,21,48,28,135.24,107.18,73,1.99625,847.04,5322.11,2661.06,104.098,117.574,6,0.924716,10.1042,1,80.6941,69.7012,1.08871,other,TP
01259.swc,563,12.5664,9,18,43,26,164.22,125.12,79,1.99645,893.828,5616.09,2808.04,104.902,114.873,6,0.929101,12.0698,1,63.2312,46.8749,1.06093,other,TP
01260.swc,1700,12.5664,5,57,117,61,297.3,241.52,121,1.99882,3072.85,19307.3,9653.63,171.134,198.499,10,0.931619,13.5214,1,75.6549,54.5547,1.10574,apical,TP
01261.swc,1731,12.5664,9,35,77,43,233.22,222.64,90,1.99884,2407.21,15124.9,7562.46,142.162,166.642,6,0.917807,21.4675,1,86.4649,64.7413,1.1273,other,TP
01262.swc,1614,12.5664,5,58,121,64,230,232.3,104,1.99876,2507.27,15753.6,7876.82,153.709,176.777,11,0.922366,12.3306,1,71.2156,55.9339,1.04673,apical,TP
01263.swc,1847,12.5664,11,45,99,55,188.14,224.94,91,1.99892,2571.36,16156.3,8078.15,129.924,150.523,7,0.909954,17.6465,1,84.5671,60.7661,1.07783,other,TP
01264.swc,1021,12.5664,6,38,81,44,159.62,144.9,76,1.99804,1420.42,8924.74,4462.37,108.858,134.055,7,0.910356,11.5926,1,72.5736,59.3849,1.04553,other,TP
01265.swc,806,12.5664,8,27,60,34,114.08,175.26,59,1.99752,1253.98,7878.97,3939.48,115.83,124.277,8,0.907433,12.4167,1,83.3766,63.7593,1.08791,apical,TP
01266.swc,816,12.5664,7,35,75,41,153.18,126.5,89,1.99755,1174.07,7376.91,3688.45,97.0644,120.474,7,0.907583,9.86667,1,78.3207,65.6109,1.05841,basal,TP
01267.swc,1263,12.5664,8,43,92,50,159.16,201.48,114,1.99842,1766.75,11100.8,5550.4,118.692,145.546,8,0.908178,12.7174,1,71.59,58.7216,1.0517,other,TP
01268.swc,1338,12.5664,6,48,102,55,256.85,276.73,155,1.99851,2882.08,18108.7,9054.33,165.135,203.307,8,0.930298,12.1078,1,83.6531,62.3149,1.08248,other,TP
01269.swc,1245,12.5664,8,36,78,43,201.02,232.76,69,1.99839,2180.24,13698.8,6849.41,156.869,190.492,8,0.919022,14.9487,1,88.8237,66.6639,1.11798,other,MFG
01270.swc,1660,12.5664,7,43,91,49,235.06,231.38,73.925,1.9988,2510.13,15771.6,7885.79,172.044,216.415,8,0.915211,17.2308,1,74.8889,55.7135,1.10638,apical,MFG
01271.swc,1476,12.5664,8,51,108,58,236.61,207.8,70,1.99864,2515.42,15804.9,7902.43,155.916,184.907,8,0.91694,12.6574,1,67.7883,58.6302,1.09004,apical,MFG
01272.swc,2512,12.5664,9,80,168,89,310.18,299.68,101,1.9992,4324.55,27172,13586,209.725,279.473,7,0.921427,13.9464,1,66.4131,51.1301,1.10152,other,MFG
01273.swc,1353,12.5664,12,46,102,57,164.68,184,72,1.99852,1986.11,12479.1,6239.56,119.734,141.466,6,0.9019,12.2549,1,74.5083,60.5604,1.09231,apical,MFG
01274.swc,1710,12.5664,11,39,87,49,280.75,226.81,80,1.99883,2980.87,18729.4,9364.69,179.831,207.037,7,0.915232,18.6437,1,77.2228,56.3897,1.10667,other,MFG
01275.swc,1715,12.5664,10,53,114,62,277.69,234.77,77,1.99883,3095.13,19447.3,9723.63,170.259,240.4,11,0.927199,14.0351,1,78.9957,57.3621,1.11368,apical,MFG
01276.swc,1402,12.5664,9,49,106,58,249.49,250.1,69,1.99857,2410.63,15146.4,7573.2,184.514,235.563,11,0.91484,12.217,1,80.1436,64.2364,1.05848,apical,MFG
01277.swc,1571,12.5664,9,38,83,46,234.14,210.68,75,1.99873,2309.03,14508.1,7254.04,142.978,191.201,9,0.916063,17.9157,1,80.5833,63.7572,1.10798,other,MFG
01278.swc,1615,12.5664,10,68,146,79,225.86,196.88,67,1.99876,2197.07,13804.6,6902.29,138.153,162.766,9,0.91138,10.0548,1,77.9349,70.4,1.15577,apical,MFG
01279.swc,1173,12.5664,7,39,84,46,230.46,221.26,58,1.99829,1793.38,11268.2,5634.08,144.535,168.231,7,0.907296,12.9524,1,74.2191,57.9965,1.13494,apical,MFG
01280.swc,1334,12.5664,9,50,107,58,170.66,228.62,74,1.9985,1996.43,12543.9,6271.96,144.085,169.397,9,0.915833,11.4579,1,81.6869,66.8705,1.14421,other,MFG
01281.swc,1362,12.5664,9,47,102,56,211.6,201.94,68,1.99853,1943.18,12209.4,6104.68,151.435,176.916,7,0.916514,12.3431,1,75.0709,60.724,1.1336,apical,MFG
01282.swc,709,12.5664,7,33,71,39,126.5,126.96,68,1.99718,958.967,6025.37,3012.69,89.2035,119.259,8,0.914233,8.97183,1,87.4365,66.6782,1.09263,apical,TP
01283.swc,441,12.5664,8,12,30,19,94.76,106.72,83,1.99546,735.527,4621.45,2310.72,89.2971,111.567,4,0.898471,13.6667,1,91.6237,76.8301,1.05641,other,TP
01284.swc,837,12.5664,7,36,77,42,141.22,164.68,69,1.99761,1226.75,7707.88,3853.94,91.1795,113.982,8,0.906631,9.85714,1,79.8842,62.1261,1.07361,basal,TP
01285.swc,930,12.5664,6,33,71,39,119.6,188.6,69,1.99785,1276.15,8018.31,4009.16,110.147,131.976,9,0.904471,12.0845,1,93.2242,67.6933,1.06628,other,TP
01286.swc,863,12.5664,6,38,80,43,142.14,166.98,91,1.99768,1609.33,10111.7,5055.85,105.171,127.789,8,0.913078,9.775,1,67.9858,56.338,1.06867,other,TP
01287.swc,662,12.5664,5,23,49,27,131.56,140.3,77,1.99698,929.713,5841.56,2920.78,94.2138,105.846,7,0.896051,12.4898,1,81.6477,64.8779,1.0399,other,TP
01288.swc,1109,12.5664,11,36,82,47,160.08,154.56,70,1.9982,1589.67,9988.17,4994.08,102.063,121.084,8,0.885814,12.5122,1,76.848,63.9838,1.12407,basal,MFG
01289.swc,1606,12.5664,10,49,108,60,270.33,246.42,110,1.99875,2823.36,17739.7,8869.85,170.572,207.392,9,0.929878,13.8611,1,83.6812,67.9028,1.10899,other,MFG
01290.swc,970,12.5664,9,31,71,41,228.62,146.74,77,1.99794,1481.36,9307.63,4653.82,132.139,152.739,6,0.90922,12.6479,1,88.4362,55.6296,1.12464,other,TP
01291.swc,626,12.5664,12,21,52,32,155.48,86.02,51,1.99681,951.314,5977.28,2988.64,100.373,105.371,7,0.89907,11.0192,1,103.445,72.4973,1.14291,other,TP
01292.swc,1552,12.5664,6,42,88,47,212.06,186.3,87,1.99871,2097.08,13176.3,6588.17,126.286,138.435,7,0.907333,16.625,1,86.0498,58.8957,1.06787,other,TP
01293.swc,1205,12.5664,9,29,66,38,207.46,172.04,79,1.99834,1730.26,10871.5,5435.76,145.438,161.441,5,0.906963,17.2424,1,84.437,62.3244,1.06815,other,TP
01294.swc,782,12.5664,7,20,45,26,190.44,134.3,49.95,1.99744,1191.21,7484.58,3742.29,112.689,127.077,5,0.920928,16.3556,1,90.0311,61.1566,1.06304,basal,TP
01295.swc,1231,12.5664,6,57,123,67,212.98,191.16,103,1.99838,2186.83,13740.2,6870.12,128.337,188.739,9,0.917358,9,1,71.0884,59.9315,1.13351,other,(X)FG
01296.swc,1261,12.5664,8,35,77,43,183.49,189.69,80,1.99841,1770.49,11124.3,5562.14,133.093,152.188,6,0.908063,15.3636,1,72.8342,53.0295,1.08726,apical,(X)FG
01297.swc,2037,12.5664,9,90,191,102,305.28,231.1,87,1.99902,3387.94,21287.1,10643.5,195.289,209.824,13,0.926614,9.65969,1,73.7863,58.4883,1.15162,apical,(X)FG
01298.swc,1550,12.5664,6,40,84,45,288.73,209.03,92,1.99871,2730.82,17158.3,8579.13,176.229,207.94,9,0.919778,17.4405,1,72.5894,54.7633,1.07649,apical,(X)FG
01299.swc,1742,12.5664,4,65,132,68,274.62,274.62,89,1.99885,3058.78,19218.9,9609.43,176.511,219.996,13,0.92363,12.1894,1,85.8833,61.5023,1.11919,other,(X)FG
01300.swc,1298,12.5664,6,31,67,37,197.34,193.2,82.889,1.99846,1901.43,11947,5973.52,125.203,153.509,7,0.907091,18.3582,1,79.2046,60.0513,1.06985,other,(X)FG
01301.swc,726,12.5664,6,23,50,28,178.4,149.04,72,1.99725,1118.44,7027.37,3513.68,131.428,153.576,9,0.898472,13.5,1,88.4313,65.0556,1.06309,other,(X)FG
01302.swc,1070,12.5664,6,35,75,41,207.46,172.04,78,1.99813,1627.61,10226.5,5113.27,137.638,180.572,7,0.908324,13.2533,1,81.7209,59.6909,1.05917,other,(X)FG
01303.swc,1190,12.5664,4,40,82,43,188.14,176.18,74.16,1.99832,1634.62,10270.6,5135.3,128.121,165.804,11,0.916136,13.5,1,80.8811,66.3902,1.05703,other,(X)FG
01304.swc,1110,12.5664,8,28,63,36,233.22,223.41,77,1.9982,1717.06,10788.6,5394.29,161.612,220.414,8,0.900336,16.6032,1,76.2579,68.7964,1.11302,other,(X)FG
01305.swc,978,12.5664,6,22,48,27,163.3,198.78,70,1.99796,1435.94,9022.29,4511.15,120.542,137.263,8,0.902956,19.3542,1,90.1204,67.5462,1.05551,other,MFG
01306.swc,674,12.5664,6,18,41,24,215.16,226.81,53,1.99703,1233.91,7752.91,3876.46,129.231,159.598,6,0.908138,15.4146,1,99.2171,73.5184,1.03433,other,MFG
01307.swc,1005,12.5664,5,35,73,39,193.66,165.14,63,1.99801,1477.04,9280.49,4640.25,125.583,145.993,11,0.903671,12.7534,1,76.6512,64.9983,1.07422,other,MFG
01308.swc,1141,12.5664,9,38,83,46,120.98,197.34,68,1.99825,1704.97,10712.6,5356.31,114.691,132.81,7,0.893755,12.7349,1,78.0524,67.7422,1.09135,apical,MFG
01309.swc,1247,12.5664,8,50,109,60,203.78,187.01,68,1.9984,1801.4,11318.5,5659.25,121.197,160.161,12,0.918875,10.4312,1,80.5148,67.1436,1.07238,other,MFG
01310.swc,752,12.5664,5,31,65,35,120.98,226.78,56,1.99734,1160.11,7289.19,3644.59,126.664,138.557,10,0.913703,10.5538,1,87.7414,63.4194,1.10688,apical,MFG
01311.swc,621,12.5664,7,20,47,28,129.26,192.48,52,1.99678,972.271,6108.96,3054.48,103.359,114.67,5,0.918585,12.1915,1,68.7884,56.7075,1.05873,apical,MFG
01312.swc,849,12.5664,9,19,45,27,166.52,128.34,77,1.99764,1246.74,7833.48,3916.74,95.8435,123.77,5,0.897063,17.8444,1,85.9536,65.0987,1.06554,other,OL
01313.swc,1482,12.5664,12,38,87,50,227.7,181.7,81,1.99865,2451.58,15403.7,7701.85,130.903,154.748,6,0.904509,16.023,1,79.0802,58.5478,1.07124,other,MFG
01314.swc,1773,12.5664,8,41,88,48,211.14,199.64,93,1.99887,2568.67,16139.4,8069.71,138.671,159.294,9,0.91158,19.1364,1,91.1199,61.1731,1.10043,other,MFG
01315.swc,2001,12.5664,13,44,100,57,221.26,231.84,109,1.999,3297.02,20715.8,10357.9,147.136,181.443,11,0.903379,19,1,90.4577,68.8215,1.07323,other,MFG
01316.swc,1154,12.5664,12,27,64,38,229.08,188.6,86,1.99827,2025,12723.5,6361.74,126.735,161.868,11,0.902277,17.0156,1,85.5574,68.5611,1.08331,other,MFG
01317.swc,1273,12.5664,6,48,103,56,166.52,190.9,90,1.99843,1858.42,11676.8,5838.41,137.151,163.495,11,0.902258,11.3495,1,76.941,66.4356,1.10533,other,MFG
01318.swc,2502,12.5664,13,46,104,59,275.85,296.7,121,1.9992,4444.32,27924.5,13962.2,197.816,261.179,9,0.920313,23.0481,1,82.0556,61.1237,1.13394,other,MFG
01319.swc,2272,12.5664,11,52,113,62,299.08,310.79,128,1.99912,4058.23,25498.6,12749.3,227.114,254.069,13,0.924826,19.0973,1,82.1595,68.5692,1.09718,other,MFG
01320.swc,2448,12.5664,11,55,119,65,312.01,309.57,109,1.99918,4260.49,26769.5,13384.7,190.088,237.17,10,0.915229,19.563,1,83.8208,59.8667,1.09202,other,MFG
01321.swc,843,12.5664,6,33,70,38,179.4,196.88,86.88,1.99763,1407.51,8843.62,4421.81,108.319,145.773,7,0.906226,11.0286,1,80.3948,64.9582,1.03969,other,MFG
01322.swc,2128,12.5664,9,74,155,82,277.08,247.04,126,1.99906,3670.34,23061.4,11530.7,177.817,226.414,9,0.923203,12.7226,1,76.3867,58.4061,1.11543,other,MFG
01323.swc,717,12.5664,6,15,36,22,140.3,227.24,52,1.99721,1163.46,7310.25,3655.13,125.633,144.603,6,0.918322,18.8889,1,77.8155,69.9841,1.03736,other,MFG
01324.swc,1218,12.5664,6,42,88,47,197.34,201.94,68,1.99836,1691.38,10627.3,5313.63,137.308,169.21,12,0.915091,12.8295,1,77.7656,60.8493,1.11244,apical,MFG
01325.swc,1817,12.5664,9,62,136,75,235.12,266.24,70,1.9989,3246.55,20398.7,10199.4,171.687,202.481,17,0.922723,12.3529,1,84.4321,71.7516,1.15474,other,MFG
01326.swc,799,12.5664,7,18,41,24,113.01,149.65,46.33,1.9975,1133.88,7124.38,3562.19,95.7051,105.509,6,0.888397,18.4634,1,84.8106,69.1681,1.10532,apical,MFG
01327.swc,1207,12.5664,8,38,82,45,178.48,195.96,73,1.99834,1832.54,11514.2,5757.1,125.313,136.277,7,0.925512,13.7073,1,82.0019,63.4224,1.0582,other,MFG
01328.swc,1055,12.5664,8,20,48,29,154.87,233.48,85,1.9981,1519.89,9549.76,4774.88,129.938,153.217,6,0.900315,20.9583,1,67.7329,64.184,1.06768,other,MFG
01329.swc,843,12.5664,5,27,58,32,155.94,226.78,77,1.99763,1463.34,9194.42,4597.21,123.872,157.998,9,0.911801,13.5172,1,87.8895,72.1365,1.06042,other,MFG
01330.swc,1346,12.5664,7,32,71,40,255.01,265.43,86,1.99851,2408.31,15131.9,7565.94,176.739,199.444,9,0.901764,17.9437,1,75.5323,60.1878,1.10271,other,MFG
01331.swc,988,12.5664,7,25,55,31,178.02,156.4,59,1.99798,1416.32,8899.01,4449.5,112.785,143.903,5,0.906731,16.9455,1,88.0366,69.7228,1.07904,other,MFG
01332.swc,948,12.5664,9,32,71,40,277.08,193.71,96,1.99789,1765.85,11095.2,5547.59,170.915,200.497,11,0.930946,12.338,1,86.5031,59.8978,1.10312,other,MFG
01333.swc,1009,12.5664,7,31,67,37,148.12,161.2,61,1.99802,1463.12,9193.03,4596.51,105.028,115.19,7,0.92265,14.0448,1,64.4798,56.2707,1.09604,other,MFG
01334.swc,1117,12.5664,11,32,73,42,157.32,142.7,69,1.99821,1600.37,10055.4,5027.71,84.9936,132.341,10,0.912592,14.2877,1,84.9475,67.9615,1.10315,other,(X)FG
01335.swc,1266,12.5664,6,45,94,50,153.18,176.18,69,1.99842,1827.98,11485.5,5742.75,106.454,117.366,8,0.917427,12.4574,1,89.6668,56.0407,1.11141,other,(X)FG
01336.swc,964,12.5664,7,25,55,31,179.58,196.42,60,1.99793,1394.06,8759.14,4379.57,121.786,155.047,9,0.909956,16.5091,1,76.2423,61.6997,1.09215,apical,(X)FG
01337.swc,808,12.5664,7,23,51,29,160.08,144.54,50,1.99752,1155.61,7260.89,3630.45,99.0911,117.856,7,0.913788,14.8235,1,77.9192,69.2952,1.06395,other,(X)FG
01338.swc,785,12.5664,8,19,44,26,162.23,180.12,85,1.99745,1227.34,7711.61,3855.81,116.152,155.478,8,0.894876,16.8182,1,86.9606,64.2798,1.07106,apical,MFG
01339.swc,1903,12.5664,9,45,97,53,255.62,271.56,101,1.99895,3301.61,20744.6,10372.3,181.778,219.235,9,0.912566,18.6082,1,81.6532,59.1679,1.10648,other,MFG
01340.swc,1222,12.5664,6,47,98,52,189.42,217,83,1.99836,2197,13804.2,6902.08,165.688,193.122,8,0.912806,11.4592,1,83.2863,61.081,1.06609,other,MFG
01341.swc,1746,12.5664,8,59,126,68,240.91,255.62,88,1.99885,2878.75,18087.7,9043.87,169.463,217.309,10,0.918613,12.8492,1,72.2824,62.4171,1.0939,apical,MFG
01342.swc,1882,12.5664,10,57,122,66,221.72,205.16,77,1.99894,2765.8,17378,8689.01,158.69,216.089,10,0.906165,14.418,1,85.3848,59.9461,1.12995,other,MFG
01343.swc,734,12.5664,6,21,46,26,133.86,170.25,71,1.99728,1084.37,6813.32,3406.66,100.953,124.942,8,0.91178,14.9348,1,86.0059,61.0905,1.0387,other,MFG
01344.swc,1327,12.5664,7,34,73,40,172.5,193.66,66,1.99849,1817.97,11422.6,5711.31,125.333,159.771,8,0.899805,17.1644,1,80.743,58.6813,1.05399,apical,MFG
01345.swc,702,12.5664,6,18,41,24,144.9,161.61,60.35,1.99715,967.791,6080.81,3040.4,94.1558,122.584,5,0.899832,16.0976,1,90.972,65.9225,1.0272,other,SPL
01346.swc,644,12.5664,9,17,41,25,130.64,115,51,1.99689,930.708,5847.81,2923.91,86.3278,101.162,5,0.906398,14.6829,1,82.1168,59.527,1.08293,other,SPL
01347.swc,997,12.5664,8,26,60,35,154.24,158.5,62,1.99799,1405.07,8828.29,4414.14,106.942,144.851,6,0.910322,15.6,1,78.0435,71.2505,1.08271,basal,SPL
01348.swc,1250,12.5664,7,34,73,40,179,239.08,79.889,1.9984,2236.87,14054.7,7027.34,126.837,153.936,6,0.919807,16.1096,1,83.0497,64.8665,1.10711,basal,SPL
01349.swc,453,12.5664,6,14,32,19,115.77,137.54,57,1.99558,719.061,4517.99,2259,105.432,121.946,6,0.923863,13.125,1,96.4429,68.7961,1.05882,other,SPL
01350.swc,1882,12.5664,9,41,89,49,232.76,208.99,81,1.99894,2750.96,17284.8,8642.4,153.425,181.767,11,0.904191,20.1348,1,80.338,57.3386,1.11167,apical,MFG
01351.swc,2928,12.5664,10,71,150,80,308.34,289.34,137,1.99932,4917.81,30899.5,15449.8,191.13,234.207,12,0.919638,18.5133,1,83.6773,61.6273,1.11108,apical,MFG
01352.swc,2191,12.5664,9,45,97,53,233.22,215.28,141,1.99909,3032.31,19052.5,9526.27,142.494,226.017,7,0.904623,21.5773,1,77.9378,54.3658,1.10642,other,MFG
01353.swc,1969,12.5664,11,56,121,66,307.11,201.68,105,1.99898,3452.83,21694.8,10847.4,154.503,179.828,8,0.918007,15.2645,1,78.3841,57.683,1.13131,other,MFG
01354.swc,1327,12.5664,10,38,85,48,253.17,171.99,84,1.99849,2375.4,14925.1,7462.53,174.084,209.301,10,0.915922,14.6,1,85.0581,67.2216,1.12974,other,MFG
01355.swc,875,12.5664,5,22,47,26,192.28,164.22,60,1.99771,1292.02,8117.99,4059,123.39,133.459,8,0.911777,17.5957,1,75.7875,59.8047,1.07257,other,MFG
01356.swc,1392,12.5664,9,38,83,46,311.4,283.21,100,1.99856,3156.14,19830.6,9915.32,215.604,265.843,14,0.920494,15.759,1,89.5699,69.594,1.10093,other,MFG
01357.swc,1942,12.5664,10,51,110,60,222.51,179,104,1.99897,3106.72,19520.1,9760.05,130.088,173.711,7,0.920868,16.6455,1,61.1499,58.5308,1.0574,other,MFG
01358.swc,1161,12.5664,6,32,71,40,280.75,186.97,104,1.99828,1978.55,12431.6,6215.79,148.284,183.78,8,0.916292,15.338,1,77.0769,64.5269,1.08683,other,MFG
01359.swc,1350,12.5664,8,49,104,56,159.62,168.82,90.945,1.99852,2087.21,13114.3,6557.15,115.539,153.904,8,0.901445,11.9712,1,84.8651,63.5818,1.08718,other,MFG
01360.swc,1927,12.5664,11,51,111,61,227.7,213.44,112,1.99896,2820.65,17722.6,8861.32,137.637,162.78,6,0.909598,16.3514,1,83.9111,58.2243,1.09153,other,MFG
01361.swc,2331,12.5664,11,48,105,58,309.56,251.95,108,1.99914,4029.64,25319,12659.5,170.248,204.917,7,0.919741,21.1905,1,73.2309,59.7154,1.13346,other,MFG
01362.swc,2268,12.5664,9,49,105,57,307.72,193.71,125,1.99912,3872.45,24331.3,12165.6,181.159,208.143,8,0.910925,20.5905,1,81.7874,59.3076,1.12047,other,MFG
01363.swc,934,12.5664,9,24,55,32,226.32,119.6,66,1.99786,1395.52,8768.28,4384.14,121.458,152.162,5,0.904574,15.9636,1,76.9686,60.7707,1.05552,other,MFG
01364.swc,2370,12.5664,8,45,97,53,310.79,254.4,124,1.99916,4087.78,25684.3,12842.1,183.335,229.285,7,0.909215,23.4227,1,83.1789,60.0888,1.08267,other,MFG
01365.swc,1601,12.5664,9,38,84,47,300.37,188.8,111,1.99875,2770.83,17409.7,8704.83,170.561,190.817,7,0.920444,18.0476,1,87.985,57.3873,1.08941,other,MFG
01366.swc,1186,12.5664,10,28,64,37,203.78,157.32,80,1.99831,1659.65,10427.9,5213.93,134.536,166.856,6,0.914906,17.5156,1,80.4668,63.3254,1.06995,other,MFG
01367.swc,2213,12.5664,10,48,104,57,219.88,199.18,104,1.9991,3057.93,19213.5,9606.77,123.033,143.037,7,0.909448,20.2692,1,75.406,56.3242,1.06519,other,MFG
01368.swc,930,12.5664,7,29,63,35,210.68,140.76,73,1.99785,1375,8639.35,4319.68,118.409,132.955,5,0.909077,13.746,1,78.5181,54.5067,1.0593,other,MFG
01369.swc,986,12.5664,6,19,42,24,205.16,159.16,83,1.99797,1476.17,9275.04,4637.52,132.48,154.676,5,0.911184,22.4524,1,92.6576,66.131,1.06081,other,MFG
01370.swc,2064,12.5664,6,52,108,57,302.82,250.72,102,1.99903,3602.08,22632.5,11316.3,183.82,233.281,8,0.918876,18.1019,1,76.8557,56.5192,1.12033,other,MFG
01371.swc,1791,12.5664,10,38,84,47,230.92,209.3,86,1.99888,2558.6,16076.2,8038.09,145.866,171.175,6,0.902257,20.3095,1,67.3762,58.3434,1.07119,other,MFG
01372.swc,1855,12.5664,8,55,119,65,226.32,211.6,93.33,1.99892,2642.77,16605,8302.52,125.301,165.525,12,0.922803,14.5798,1,68.2079,60.271,1.05603,other,MFG
01373.swc,897,12.5664,5,23,49,27,229.85,167.44,70,1.99777,1308.69,8222.74,4111.37,118.846,147.63,6,0.899793,17.2857,1,85.4813,63.9227,1.03545,other,MFG
