Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,Dendrite,CellType
01374.swc,945,12.5664,10,18,45,28,208.84,146.89,78,1.99788,1495.1,9393.97,4696.98,127.055,147.08,5,0.91328,19.9778,1,79.8088,68.3613,1.05752,other,MFG
01375.swc,607,12.5664,6,26,56,31,291.78,125.67,72,1.99671,1337.57,8404.18,4202.09,151.355,163.56,7,0.922181,9.82143,1,83.5341,64.9098,1.11022,apical,MFG
01376.swc,1570,12.5664,7,42,89,48,207,161.31,91,1.99873,2149.93,13508.4,6754.22,137.432,177.602,8,0.901992,16.6292,1,81.7376,64.857,1.05569,apical,MFG
01377.swc,1809,12.5664,12,45,101,57,258.68,294.85,88.96,1.99889,3140.58,19732.9,9866.43,169.505,191.989,7,0.919977,16.901,1,83.0358,62.3102,1.12337,other,MFG
01378.swc,1751,12.5664,11,41,92,52,246.42,226.81,95,1.99886,2959.32,18594,9296.98,176.924,210.849,9,0.910226,18.0217,1,78.2061,58.9722,1.11963,other,MFG
01379.swc,1225,12.5664,9,35,77,43,217.58,140.3,66,1.99837,1732.16,10883.5,5441.76,133.548,143.726,7,0.909223,14.8961,1,74.3364,56.3077,1.1188,apical,MFG
01380.swc,972,12.5664,7,20,45,26,166.52,171.12,60,1.99794,1414.09,8885.02,4442.51,115.837,137.271,8,0.907384,20.5778,1,84.4378,52.6806,1.05391,apical,MFG
01381.swc,877,12.5664,6,22,48,27,148.12,167.13,72,1.99772,1194.64,7506.14,3753.07,129.632,163.874,9,0.910229,17.25,1,76.8111,66.629,1.05929,other,MFG
01382.swc,2294,12.5664,10,45,98,54,234.6,223.05,97,1.99913,3401.67,21373.3,10686.7,132.466,188.399,8,0.900017,22.398,1,75.7036,58.2709,1.08431,other,MFG
01383.swc,721,12.5664,8,15,37,23,192.28,162,56,1.99723,1105.89,6948.51,3474.26,141.421,149.908,7,0.909571,18.4595,1,69.7051,59.3692,1.06086,other,MFG
01384.swc,1679,12.5664,12,28,66,39,246.36,292.89,87,1.99881,2947.47,18519.5,9259.74,201.698,235.848,5,0.892047,24.4242,1,81.8877,56.5181,1.13944,other,MFG
01385.swc,1148,12.5664,7,24,53,30,228.11,229.08,83.44,1.99826,1836.32,11537.9,5768.97,145.257,173.607,6,0.910534,20.6415,1,72.2437,62.2381,1.11332,other,MFG
01386.swc,847,12.5664,6,15,34,20,253.37,253.17,56,1.99764,1564.69,9831.22,4915.61,177.917,186.9,7,0.898214,23.8824,1,89.986,64.9604,1.06837,apical,MFG
01387.swc,1689,12.5664,8,40,86,47,218.96,174.8,83,1.99882,2414.28,15169.4,7584.69,132.324,149.469,11,0.90976,18.6279,1,79.8878,63.5963,1.08738,other,MFG
01388.swc,595,12.5664,5,16,35,20,146.28,160.08,108,1.99664,905.903,5691.96,2845.98,102.807,129.091,6,0.907168,15.9714,1,67.1466,59.5897,1.02936,other,MFG
01389.swc,1284,12.5664,8,27,60,34,180.32,216.2,89,1.99844,1898.95,11931.5,5965.73,120.526,187.059,5,0.877006,20.3833,1,74.2597,61.3558,1.09817,other,MFG
01390.swc,1286,12.5664,9,20,47,28,167.44,214.82,90,1.99844,1889.51,11872.2,5936.08,128.733,153.235,5,0.881255,26.3404,1,86.7392,63.8874,1.0586,other,MFG
01391.swc,1222,12.5664,7,30,65,36,146.69,228.62,89,1.99836,1763.25,11078.8,5539.41,123.006,158.305,7,0.908336,17.7846,1,81.0998,67.3253,1.05638,other,MFG
01392.swc,883,12.5664,9,16,39,24,193.88,175.72,75,1.99773,1325.64,8329.27,4164.63,123.28,149.217,6,0.886226,21.6154,1,99.506,74.9889,1.06877,apical,MFG
01393.swc,729,12.5664,7,16,37,22,173.88,165.6,70,1.99726,1181.58,7424.11,3712.05,101.491,133.062,8,0.895293,18.6757,1,62.4233,59.3924,1.08046,apical,MFG
01394.swc,2102,12.5664,10,59,126,68,246.21,255.62,110,1.99905,3593.05,22575.8,11287.9,190.108,232.734,12,0.910224,15.6746,1,80.3107,58.6716,1.12359,other,MFG
01395.swc,1002,12.5664,5,40,83,44,176.54,210.26,96,1.998,2070.15,13007.1,6503.56,134.185,161.89,8,0.927255,11.0602,1,78.1338,61.385,1.05116,apical,MFG
01396.swc,1540,12.5664,7,37,79,43,187.22,217.12,100,1.9987,2145.36,13479.7,6739.83,131.583,163.804,8,0.897959,18.481,1,80.7957,62.7466,1.0377,apical,MFG
01397.swc,1144,12.5664,7,41,88,48,204.7,191.36,98.95,1.99825,2031.26,12762.8,6381.4,140.376,193.498,6,0.909327,11.9886,1,87.7125,68.41,1.06131,other,MFG
01398.swc,898,12.5664,6,26,56,31,193.66,233.68,115,1.99777,1476.31,9275.94,4637.97,130.533,171.249,7,0.901251,15.0179,1,77.8351,64.744,1.05122,other,MFG
01399.swc,1265,12.5664,6,32,68,37,186.3,195.04,100,1.99842,1783.7,11207.3,5603.67,114.976,147.217,8,0.900089,17.5882,1,77.8888,60.2623,1.05405,other,MFG
01400.swc,2969,12.5664,14,66,145,80,269.72,299.76,134,1.99933,4883.37,30683.1,15341.5,175.73,212.533,12,0.907855,19.469,1,78.2738,56.5671,1.13935,other,MFG
01401.swc,1455,12.5664,7,35,75,41,175.57,197.8,121,1.99863,2075.69,13042,6520.99,153.612,188.379,8,0.893738,18.3867,1,70.4373,66.9952,1.09775,other,MFG
01402.swc,1281,12.5664,5,47,97,51,207.92,212.98,97,1.99844,2278.92,14318.9,7159.44,146.308,166.825,9,0.905503,12.1959,1,90.8964,58.7972,1.06947,other,MFG
01403.swc,846,12.5664,8,21,49,29,127.62,166.98,78,1.99764,1242.96,7809.73,3904.87,135.028,152.687,4,0.911111,16.2449,1,74.7864,58.9283,1.10698,other,MFG
01404.swc,942,12.5664,7,33,71,39,181.7,132.48,84,1.99788,1366.84,8588.08,4294.04,112.442,132.823,6,0.914771,12.2535,1,76.4807,61.4389,1.06745,other,MFG
01405.swc,1142,12.5664,11,27,63,37,135.7,205.42,102.889,1.99825,1699.8,10680.1,5340.07,111.949,128.514,6,0.90116,17.1111,1,89.513,57.3094,1.06009,other,MFG
01406.swc,1260,12.5664,10,36,80,45,157.78,171.58,118,1.99841,1781.65,11194.5,5597.23,127.57,146.97,7,0.901504,14.7375,1,81.7784,57.0601,1.08106,other,MFG
01407.swc,1521,12.5664,6,55,114,60,167.9,183.08,128,1.99869,2029.28,12750.4,6375.18,121.431,150.036,8,0.906782,12.3333,1,91.3781,62.029,1.07604,other,MFG
01408.swc,765,12.5664,7,16,37,22,157.78,158.96,52,1.99739,1123.66,7060.16,3530.08,96.287,121.783,4,0.900723,19.6486,1,82.7032,65.9237,1.0474,other,MFG
01409.swc,1131,12.5664,5,31,67,37,148.58,189.52,66,1.99823,1748.77,10987.8,5493.92,139.662,189.526,7,0.904724,15.8657,1,79.5298,62.0605,1.1161,other,MFG
01410.swc,1345,12.5664,10,29,66,38,206.08,171.58,75,1.99851,1822.33,11450,5725.02,123.154,146.402,5,0.902493,19.3636,1,81.4037,55.2264,1.07966,apical,MFG
01411.swc,959,12.5664,9,24,55,32,165.14,176.18,67,1.99791,1429.24,8980.21,4490.1,141.395,172.77,5,0.903759,16.4182,1,82.5387,64.3162,1.05887,apical,MFG
01412.swc,1119,12.5664,8,29,64,36,175.72,180.32,75,1.99821,1541.41,9684.95,4842.48,137.48,152.563,5,0.917996,16.4688,1,89.8517,59.5552,1.06035,other,MFG
01413.swc,1381,12.5664,7,32,69,38,222.64,128.34,95,1.99855,1897.57,11922.8,5961.39,127.253,162.984,8,0.905826,19,1,72.0931,58.5862,1.06549,apical,MFG
01414.swc,1529,12.5664,9,38,83,46,255,254.4,99,1.99869,2659.27,16708.7,8354.33,151.876,185.445,7,0.916102,17.4096,1,75.3421,55.3396,1.1007,other,MFG
01415.swc,2319,12.5664,8,55,117,63,189.98,222.18,97,1.99914,3073.34,19310.4,9655.18,131.267,195.655,10,0.90643,18.812,1,77.815,57.045,1.14337,apical,MFG
01416.swc,1833,12.5664,8,46,99,54,225.86,225.86,104,1.99891,2435,15299.6,7649.79,150.221,191.751,12,0.916595,17.5051,1,71.1418,59.725,1.04876,other,MFG
01417.swc,1136,12.5664,8,32,70,39,190.9,151.8,82,1.99824,1548.61,9730.2,4865.1,114.516,149.602,10,0.911118,15.2143,1,84.7054,64.9997,1.04658,apical,MFG
01418.swc,734,12.5664,7,17,39,23,188.14,143.52,89,1.99728,1045.55,6569.36,3284.68,120.821,146.975,5,0.92214,17.7949,1,76.1364,60.3704,1.04805,apical,MFG
01419.swc,1108,12.5664,10,24,56,33,189.52,202.86,92,1.99819,1542.83,9693.9,4846.95,124.558,140.095,6,0.912242,18.7679,1,76.7149,56.0769,1.05818,other,MFG
01420.swc,1269,12.5664,9,22,51,30,210.68,214.82,80.08,1.99842,1793.8,11270.8,5635.39,139.166,167.838,6,0.893993,23.8627,1,81.295,57.0597,1.0478,other,MFG
01421.swc,1159,12.5664,6,43,90,48,224.02,183.08,94,1.99827,1879.05,11806.4,5903.22,136.83,164.741,11,0.913932,11.8667,1,84.9576,65.532,1.06574,other,MFG
01422.swc,2528,12.5664,8,61,128,68,297.3,299.14,89,1.99921,4270.05,26829.5,13414.7,185.187,241.768,8,0.914784,18.7422,1,76.5979,57.8334,1.0984,apical,MFG
01423.swc,1348,12.5664,8,30,66,37,185.33,206.54,84.44,1.99852,1851.57,11633.8,5816.89,132.452,180.926,6,0.908216,19.4091,1,74.7092,58.1388,1.11107,apical,MFG
01424.swc,1989,12.5664,9,51,112,62,48.61,57.31,96,1.99899,1425,8953.56,4476.78,73.1453,83.181,10,0.851184,16.75,1,70.7746,67.3707,1.26068,apical,MFG
01425.swc,1280,12.5664,10,34,76,43,205.3,176.18,71,1.99844,1990.62,12507.4,6253.71,118.314,150.367,9,0.901076,15.8289,1,84.06,65.4721,1.06853,apical,MFG
01426.swc,1474,12.5664,8,39,86,48,194.58,210.48,81,1.99864,2137.33,13429.2,6714.62,128.388,150.514,8,0.904573,16.1279,1,71.5139,64.7227,1.07854,apical,MFG
01427.swc,890,12.5664,6,32,68,37,222.18,193.66,85,1.99775,1572.36,9879.44,4939.72,129.889,156.965,9,0.923023,12.0735,1,68.7791,58.6334,1.03914,apical,MFG
01428.swc,1675,12.5664,6,35,74,40,232.76,230.46,93,1.99881,2385.63,14989.4,7494.68,161.981,182.296,7,0.899123,21.6216,1,78.4872,63.4269,1.05654,apical,MFG
01429.swc,447,12.5664,5,16,35,20,120.98,138,56,1.99553,586.083,3682.47,1841.23,77.4688,99.4641,5,0.888533,11.7429,1,61.2987,56.848,1.06138,other,MFG
01430.swc,1594,12.5664,5,41,86,46,230.46,217.58,100,1.99875,2214.83,13916.2,6958.1,153.379,225.057,15,0.898167,17.5233,1,90.6272,69.8377,1.11599,other,MFG
01431.swc,1098,12.5664,6,36,76,41,199.18,166.98,69,1.99818,1535.77,9649.56,4824.78,124.383,152.549,12,0.909593,13.4342,1,68.0605,55.3864,1.13349,other,MFG
01432.swc,1390,12.5664,8,41,88,48,183.54,189.98,72,1.99856,2071.91,13018.2,6509.1,114.929,131.396,5,0.911528,14.7841,1,78.6331,57.4866,1.0796,basal,IFG
01433.swc,814,12.5664,7,24,53,30,174.8,145.82,47.67,1.99754,1180.39,7416.64,3708.32,101.708,115.29,5,0.909515,14.3396,1,76.4019,64.1658,1.07824,other,IFG
01434.swc,1780,12.5664,13,47,106,60,290.56,240.91,81.56,1.99888,3058.13,19214.8,9607.41,195.221,216.511,7,0.919641,15.783,1,80.4491,56.3699,1.12918,apical,MFG
01435.swc,1886,12.5664,8,65,136,72,267.88,246.83,121,1.99894,3639.55,22868,11434,162.348,211.081,10,0.915472,12.8603,1,85.6105,58.4426,1.11094,other,MFG
01436.swc,1252,12.5664,12,32,75,44,195.5,154.1,83,1.9984,1843.97,11586,5793.01,103.506,132.826,6,0.910514,15.68,1,82.2862,55.2338,1.08586,apical,MFG
01437.swc,1795,12.5664,8,60,126,67,259.91,298.53,89,1.99889,3323.87,20884.5,10442.2,189.33,210.872,10,0.921396,13.2381,1,75.7759,57.2054,1.1059,other,MFG
01438.swc,2654,12.5664,6,70,144,75,303.43,292.4,108,1.99925,4606.9,28946,14473,188.116,218.707,9,0.914847,17.4236,1,80.0808,59.339,1.13807,other,MFG
01439.swc,1248,12.5664,11,25,59,35,195.96,219.42,89.1,1.9984,1834.53,11526.7,5763.34,121.127,158.114,8,0.881273,20.1356,1,80.4635,70.1669,1.08979,other,MFG
01440.swc,1312,12.5664,10,18,45,28,212.52,216.2,67.89,1.99848,1960.84,12320.3,6160.17,148.092,198.447,8,0.874973,28.1333,1,87.7932,66.629,1.11603,other,MFG
01441.swc,1263,12.5664,6,36,76,41,312.63,251.33,92.222,1.99842,2564.03,16110.3,8055.14,214.45,265.983,10,0.906645,15.6053,1,85.3143,64.2591,1.1173,other,MFG
01442.swc,1128,12.5664,6,22,48,27,260.53,307.72,99,1.99823,2032.67,12771.6,6385.82,194.058,227.625,7,0.902523,22.4792,1,79.494,59.3289,1.08017,other,MFG
01443.swc,1086,12.5664,7,33,71,39,297.31,223.75,96,1.99816,2260.95,14206,7102.99,171.164,200.659,7,0.918092,14.2817,1,85.4793,65.1728,1.06845,other,MFG
01444.swc,1416,12.5664,10,22,52,31,224.94,171.12,77,1.99859,2075.77,13042.5,6521.23,140.392,160.59,5,0.892464,26.2115,1,91.8534,62.154,1.09237,other,MFG
01445.swc,1489,12.5664,9,34,78,45,181.24,161,73,1.99866,1988.09,12491.5,6245.76,120.983,137.868,7,0.905296,18.0769,1,75.4168,60.7982,1.073,other,MFG
01446.swc,1689,12.5664,8,35,76,42,287.5,224.36,89,1.99882,2892.2,18172.2,9086.1,167.978,194.368,7,0.916707,21.2105,1,84.6804,60.8708,1.11217,other,MFG
01447.swc,2059,12.5664,10,43,95,53,304.66,231.71,101,1.99903,3646.03,22908.7,11454.3,211.705,234.619,9,0.919239,20.6632,1,77.9913,55.209,1.10089,other,MFG
01448.swc,1029,12.5664,7,28,62,35,197.75,130.18,72,1.99806,1441.05,9054.37,4527.18,123.871,146.923,6,0.909559,15.5806,1,72.1107,62.498,1.05512,other,MFG
01449.swc,1812,12.5664,12,38,87,50,245.2,256.85,93,1.9989,3126.75,19646,9822.99,171.028,222.408,6,0.913897,19.8161,1,81.1368,65.8122,1.11897,other,MFG
01450.swc,1677,12.5664,11,49,109,61,209.3,179.4,82,1.99881,2402.36,15094.5,7547.25,127.456,147.563,6,0.908075,14.3761,1,79.9487,59.1549,1.07498,other,MFG
01451.swc,2464,12.5664,9,50,111,62,293.63,217,120,1.99919,3990.08,25070.4,12535.2,176.816,196.763,7,0.916,21.1892,1,81.5113,58.8523,1.10445,other,MFG
01452.swc,2848,12.5664,14,53,120,68,286.89,275.85,110,1.9993,4910.89,30856,15428,186.882,226.094,6,0.911416,22.725,1,72.7035,63.0893,1.14167,other,MFG
01453.swc,1864,12.5664,14,45,103,59,152.72,200.56,85,1.99893,2555.31,16055.5,8027.73,119.899,159.371,7,0.898344,17.0874,1,87.8019,69.6748,1.11297,other,MFG
01454.swc,1855,12.5664,10,41,90,50,201.48,204.7,95,1.99892,2602.71,16353.3,8176.66,139.553,167.689,5,0.8999,19.6,1,86.0324,60.9423,1.11501,other,MFG
01455.swc,1085,12.5664,7,26,57,32,179.86,142.6,76.89,1.99816,1519.44,9546.89,4773.45,103.011,120.716,5,0.904747,18.0175,1,70.9304,51.4174,1.09887,other,MFG
01456.swc,1685,12.5664,9,39,85,47,228.16,215.27,69,1.99881,2370.21,14892.5,7446.23,142.522,167.905,7,0.894667,18.8118,1,85.2396,56.8118,1.10717,basal,MFG
01457.swc,1497,12.5664,9,46,99,54,230,189.52,77,1.99866,2125.1,13352.4,6676.19,138.688,176.141,7,0.901558,14.1111,1,76.9023,53.9653,1.09346,other,MFG
01458.swc,1212,12.5664,8,46,98,53,189.52,215.74,65,1.99835,2001.68,12576.9,6288.47,145.84,173.035,8,0.916345,11.3571,1,85.2892,61.611,1.12175,other,MFG
01459.swc,1419,12.5664,7,40,85,46,176.64,176.18,79.89,1.99859,2002.53,12582.2,6291.12,128.14,159.183,9,0.909367,15.6824,1,82.637,59.1202,1.07514,other,MFG
01460.swc,1383,12.5664,12,34,79,46,211.6,224.33,78,1.99855,2017.35,12675.4,6337.7,144.773,168.177,9,0.911556,16.4937,1,80.0534,58.6813,1.10319,other,MFG
01461.swc,1397,12.5664,9,37,83,47,206.54,146.74,77,1.99857,1989.8,12502.3,6251.15,114.779,141.157,10,0.903437,15.8193,1,79.7855,62.4086,1.09798,other,MFG
01462.swc,1320,12.5664,8,46,98,53,303.84,213.33,89,1.99848,2500.72,15712.5,7856.25,167.642,197.968,7,0.913303,12.4592,1,81.7832,55.1222,1.1142,basal,MFG
01463.swc,1537,12.5664,9,50,109,60,205.16,150.42,71,1.9987,2082.38,13084,6542,118.109,149.206,9,0.91572,13.0917,1,67.2516,52.3269,1.10275,other,MFG
01464.swc,1376,12.5664,12,34,78,45,210.68,193.2,82,1.99855,2058.05,12931.1,6465.57,133.234,163.272,5,0.9075,16.6282,1,85.648,61.3053,1.0957,other,MFG
01465.swc,1053,12.5664,9,37,82,46,234.78,198.61,85,1.9981,2257.37,14183.5,7091.74,138.469,169.48,6,0.930458,11.8293,1,70.6745,56.3413,1.06159,other,MFG
01466.swc,1592,12.5664,7,53,111,59,233.22,223.1,89.9,1.99874,2521.79,15844.9,7922.45,138.859,176.505,10,0.914008,13.3333,1,84.3416,59.5346,1.11051,other,MFG
01467.swc,1107,12.5664,8,24,54,31,170.97,206.91,120,1.99819,1625.5,10213.3,5106.66,143.968,165.985,6,0.90212,19.4815,1,94.8841,67.6728,1.09404,other,MFG
01468.swc,990,12.5664,6,30,65,36,109.94,175.52,102,1.99798,1358.35,8534.76,4267.38,100.692,123.581,7,0.902636,14.2154,1,72.9171,61.6984,1.08625,other,MFG
01469.swc,1357,12.5664,5,53,109,57,162.64,209.3,135,1.99853,2164.33,13598.9,6799.43,124.277,162.519,10,0.909779,11.4404,1,78.0076,60.0863,1.06407,other,MFG
01470.swc,807,12.5664,7,17,39,23,150.42,126.96,73,1.99752,1156.7,7267.76,3633.88,94.4361,127.163,6,0.881111,19.6667,1,89.1339,71.4729,1.02608,apical,MFG
01471.swc,996,12.5664,7,25,55,31,227.7,188.14,112.8,1.99799,1597.62,10038.2,5019.08,140.388,193.138,6,0.905168,17.0909,1,85.6767,70.3679,1.05681,other,MFG
01472.swc,1818,12.5664,9,49,105,57,181.7,204.7,127,1.9989,2439.92,15330.5,7665.24,124.846,157.013,9,0.900219,16.3048,1,82.6035,56.8735,1.05969,other,MFG
01473.swc,977,12.5664,7,36,77,42,174.8,230.46,88,1.99795,1861.27,11694.7,5847.35,141.245,172.355,7,0.903605,11.6753,1,80.7694,68.665,1.07021,other,MFG
01474.swc,1339,12.5664,7,41,91,51,190.9,169.28,103,1.99851,1915.47,12035.3,6017.64,116.091,147.905,9,0.9005,13.7033,1,75.6704,66.8126,1.09001,basal,MFG
01475.swc,739,12.5664,9,28,66,39,215.78,225.59,96.8,1.99729,2104.31,13221.8,6610.89,146.752,173.151,7,0.924514,10.1818,1,77.7296,61.8253,1.05448,other,MFG
01476.swc,1076,12.5664,6,25,57,33,284.43,232.94,91,1.99814,2233.2,14031.6,7015.81,151.28,188.279,8,0.911747,17.8596,1,76.7056,66.1003,1.09063,other,MFG
01477.swc,1095,12.5664,4,38,81,44,167.44,218.96,95,1.99817,1971.37,12386.5,6193.23,128.849,160.749,7,0.898757,12.5062,1,78.6392,63.065,1.07568,other,MFG
01478.swc,2054,12.5664,12,51,115,65,204.25,192.84,136,1.99903,2808.03,17643.4,8821.69,144.704,169.96,9,0.9012,16.8522,1,82.9999,65.4503,1.06302,other,MFG
01479.swc,1033,12.5664,7,26,59,34,127.68,195.04,106,1.99806,1445.1,9079.86,4539.93,121.805,139.276,6,0.912959,16.4915,1,78.4527,65.4677,1.04786,other,MFG
01480.swc,1650,12.5664,8,42,90,49,166.98,226.32,108,1.99879,2212.52,13901.7,6950.85,132.474,162.218,7,0.899549,17.3222,1,85.1292,59.1662,1.12507,other,MFG
01481.swc,1055,12.5664,11,27,63,37,139.38,176.97,94,1.9981,1533.81,9637.23,4818.62,93.0505,121.191,5,0.898901,15.7302,1,88.9073,70.2152,1.05981,other,MFG
01482.swc,623,12.5664,6,22,50,29,155.02,136.16,88.95,1.99679,1208,7590.11,3795.05,104.77,145.977,8,0.901864,11.44,1,85.5449,74.7728,1.08593,other,MFG
01483.swc,1121,12.5664,4,52,108,57,262.37,259.3,104.857,1.99822,3041.71,19111.6,9555.8,154.697,206.132,11,0.902577,9.37037,1,71.119,62.3107,1.10134,other,MFG
01484.swc,1533,12.5664,10,28,64,37,176.18,228.16,99,1.9987,2222.74,13965.9,6982.93,125.049,150.324,7,0.8959,22.9375,1,92.5072,58.0648,1.05367,other,MFG
01485.swc,751,12.5664,11,21,52,32,155.48,192.28,80,1.99734,1795.35,11280.5,5640.26,125.602,165.858,5,0.874559,13.4231,1,67.0328,66.1468,1.05062,basal,MFG
01486.swc,796,12.5664,8,24,56,33,156.4,157.32,88,1.99749,1208.52,7593.32,3796.66,120.057,152.654,8,0.89729,13.1964,1,88.97,73.5407,1.08662,other,MFG
01487.swc,926,12.5664,6,26,56,31,171.42,210.17,79.89,1.99784,1425.55,8956.98,4478.49,114.056,133.303,6,0.907371,15.5179,1,91.8994,70.087,1.0491,other,MFG
01488.swc,1039,12.5664,5,38,81,44,289.33,272.17,98.817,1.99808,2972.73,18678.2,9339.12,171.156,248.357,11,0.892938,11.8148,1,78.1259,66.5931,1.08999,other,MFG
01489.swc,829,12.5664,8,15,36,22,138.92,131.36,68,1.99759,1125.61,7072.41,3536.2,96.7464,132.38,6,0.886898,22,1,94.3066,82.9559,1.07078,other,MFG
01490.swc,1246,12.5664,7,43,91,49,171.23,222.52,92,1.99839,2179.57,13694.6,6847.31,151.788,205.465,11,0.898914,12.6813,1,78.2704,63.1487,1.15503,other,MFG
01491.swc,2045,12.5664,11,41,92,52,311.61,309.91,122,1.99902,3736.97,23480.1,11740,185.823,254.794,11,0.915113,21.2174,1,86.416,56.7404,1.12126,other,MFG
01492.swc,823,12.5664,5,32,68,37,218.04,191.82,88,1.99757,1803.97,11334.7,5667.35,128.087,181.098,8,0.889781,11.0882,1,77.3527,63.0049,1.04328,other,MFG
01493.swc,1831,12.5664,12,40,90,51,201.74,202.86,103,1.99891,2559.6,16082.4,8041.22,134.378,161.296,7,0.893797,19.3333,1,87.4467,59.5003,1.11285,other,MFG
01494.swc,1445,12.5664,9,44,95,52,209.04,194.93,95,1.99862,2384.65,14983.2,7491.58,143.975,162.673,7,0.907963,14.2,1,71.0587,56.2938,1.07573,other,MFG
01495.swc,1280,12.5664,11,43,95,53,216.88,340.54,109,1.99844,3082.3,19366.7,9683.33,206.581,262.763,10,0.926518,12.4632,1,73.6055,64.2334,1.12225,other,MFG
01496.swc,1250,12.5664,10,24,57,34,175.72,208.69,99.56,1.9984,1895.2,11907.9,5953.96,125.357,162.455,6,0.906048,20.9123,1,94.3513,65.7487,1.0732,other,MFG
01497.swc,428,12.5664,4,10,22,13,113.11,105.8,53,1.99533,581.194,3651.75,1825.88,90.5929,98.0584,4,0.888545,18.4091,1,88.754,74.0747,1.07372,other,MFG
01498.swc,839,12.5664,7,20,46,27,174.19,133.4,77,1.99762,1184.59,7442.98,3721.49,97.1142,115.831,5,0.906746,17.2174,1,80.8481,67.2623,1.05931,apical,MFG
01499.swc,1233,12.5664,6,36,77,42,277.07,149.57,77,1.99838,2175.58,13669.6,6834.78,163.22,186.389,9,0.914642,15,1,61.8455,51.2488,1.12419,other,MFG
01500.swc,1034,12.5664,6,22,48,27,242.75,184.93,75,1.99807,1792.42,11262.1,5631.05,148.407,171.711,7,0.891186,20.5208,1,95.1641,69.7505,1.07793,other,MFG
01501.swc,561,12.5664,5,32,69,38,191.36,125.12,58,1.99643,1509.65,9485.4,4742.7,106.705,136.766,8,0.908461,7.11594,1,64.1101,48.9167,1.07199,other,MFG
01502.swc,933,12.5664,12,23,56,34,224.36,111.57,67,1.99786,1733.53,10892.1,5446.05,157.825,183.284,7,0.906346,15.6429,1,82.1279,59.314,1.17618,other,MFG
01503.swc,1259,12.5664,5,42,89,48,172.25,280.75,104,1.99841,2254.9,14167.9,7083.96,148.914,182.546,10,0.914456,13.1348,1,75.1722,67.9851,1.11983,other,MFG
01504.swc,779,12.5664,6,30,66,37,217,188.8,93,1.99743,1789.38,11243,5621.52,150.748,177.48,8,0.927948,10.7879,1,83.0437,65.1211,1.10318,other,MFG
01505.swc,1075,12.5664,10,34,79,46,227.43,286.88,140,1.99814,2836.19,17820.3,8910.16,172.407,197.649,9,0.916641,12.5949,1,68.0505,60.1014,1.11233,other,MFG
01506.swc,1220,12.5664,6,34,73,40,288.11,261.14,104,1.99836,2885.71,18131.5,9065.74,178.205,239.939,10,0.919226,15.6986,1,88.2263,68.6967,1.09984,apical,MFG
01507.swc,2444,12.5664,8,61,130,70,305.89,302.82,133,1.99918,4323.62,27166.1,13583,183.013,227.937,15,0.914981,17.7923,1,85.0801,66.73,1.10975,apical,MFG
01508.swc,2257,12.5664,12,48,106,59,209.3,224.94,120.96,1.99911,3165.53,19889.6,9944.79,123.425,151.249,9,0.902639,20.283,1,84.7066,62.4786,1.14013,other,MFG
01509.swc,1727,12.5664,7,37,81,45,310.79,308.95,115,1.99884,3062.11,19239.8,9619.91,182.494,222.05,9,0.921603,20.3086,1,78.546,55.1983,1.09172,other,MFG
01510.swc,1513,12.5664,8,37,82,46,310.79,174.71,113,1.99868,2786.28,17506.7,8753.36,164.399,196.701,8,0.895864,17.439,1,82.3327,61.2125,1.13691,other,MFG
01511.swc,1778,12.5664,6,46,100,55,297.92,272.17,112.923,1.99888,4043.48,25405.9,12703,184.475,236.035,8,0.904484,16.77,1,78.3593,61.4692,1.10908,other,MFG
01512.swc,1632,12.5664,9,33,74,42,308.34,274.01,114,1.99877,2745.3,17249.2,8624.6,175.754,225.827,8,0.891287,21.0405,1,93.2778,72.2762,1.11735,other,MFG
01513.swc,1792,12.5664,6,31,66,36,220.8,219.88,102,1.99888,2491.15,15652.4,7826.19,158.004,188.225,14,0.890161,26.1364,1,84.821,67.1119,1.04952,other,MFG
01514.swc,814,12.5664,8,19,44,26,173.88,186.3,69,1.99754,1178.9,7407.23,3703.61,122.947,153.441,5,0.909361,17.4773,1,85.7349,76.7767,1.05291,apical,MFG
01515.swc,1269,12.5664,7,29,64,36,216.66,211.14,93,1.99842,1878.84,11805.1,5902.54,126.977,192.634,8,0.904971,18.8125,1,80.6453,61.7842,1.07194,other,MFG
01516.swc,1094,12.5664,8,31,68,38,166.06,233.22,70,1.99817,1684.37,10583.2,5291.59,122.179,156.619,12,0.914151,15.0735,1,84.1557,66.4829,1.07711,other,MFG
01517.swc,1893,12.5664,10,42,93,52,222.64,210.68,86,1.99894,2699.56,16961.8,8480.92,125.554,172.952,9,0.908019,19.3441,1,76.3682,57.8573,1.08853,other,MFG
01518.swc,1877,12.5664,5,44,92,49,235.06,209.3,100,1.99893,2501.43,15716.9,7858.47,138.11,213.157,14,0.904343,19.3913,1,86.8364,74.1393,1.0472,other,MFG
01519.swc,1969,12.5664,6,43,90,48,224.02,213.9,83,1.99898,2693.29,16922.4,8461.21,133.595,164.44,12,0.913584,20.8667,1,70.4434,56.5348,1.08435,other,MFG
